Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Angola,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Croatia,Country_Czechia,Country_DR Congo,Country_Denmark,Country_Ecuador,Country_England,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Mali,Country_Mexico,Country_Morocco,Country_N.Ireland,Country_Netherlands,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Slovenia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_Uruguay,Country_nan
Maxim De Cuyper,34,73,Balanced,5970,0.0,,,,Belgium,-,,2.0,12,13,14,12,13,12,13,12,12,12,15,13,12,6,9,10,10,12,8,7,13,10,10,9,9,13,8,8,9,11,7,13,12,13,7,13,Ret,-,-,Not set,- - -,0,0,Belgium,,,,3.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andre Carvalho,25,71,Resolute,5967,33.0,2039-06-30,66000.0,9.25,Germany (Bundesliga),Bundesliga,2034-12-04,14.25,16,14,11,12,15,13,8,13,11,13,14,12,11,17,16,12,14,15,17,13,13,15,8,11,5,12,10,5,11,13,8,13,13,12,6,12,,6.84,16,Not set,- - -,16,0,Germany,1637.0,24.912388774811774,0.08761122518822724,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kerr Smith,30,75,Fairly Determined,5956,16.5,2036-06-30,25000.0,6.5,England (Sky Bet Championship),Sky Bet Championship,2033-06-30,6.5,10,15,12,13,14,12,6,7,12,16,11,12,12,17,13,13,16,15,11,13,16,14,8,6,6,12,13,8,1,12,4,15,10,7,3,7,,6.96,20,Not set,- - -,20,0,England,542.0,28.483230663928815,1.516769336071184,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mehmet Aydın,32,70,Fairly Ambitious,5949,0.32999999999999996,2035-06-30,32000.0,1.1,Türkiye (Super League),Turkish Super League,2033-01-30,1.4,15,12,15,11,13,13,13,10,12,11,12,12,14,14,12,11,9,12,13,10,13,11,7,9,8,12,8,7,12,12,7,12,13,11,10,12,,6.63,4 (2),Not set,- - -,6,0,Türkiye,176.0,30.069815195071868,1.9301848049281314,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Souffian El Karouani,34,70,Balanced,5935,0.055,2036-06-30,4100.0,,Morocco (Botola 1),Botola Pro 1,2034-06-11,1.2,7,10,12,10,11,11,7,10,12,11,14,13,15,14,9,10,9,10,11,7,12,8,8,8,5,12,9,11,10,10,10,13,12,11,11,13,,6.87,22,Not set,- - -,22,0,Morocco,542.0,33.43052703627652,0.5694729637234771,3.0,440.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jamie Jones,26,73,Professional,5931,17.75,2039-06-30,46000.0,15.25,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-06-30,28.0,6,16,13,11,14,12,9,18,7,14,10,8,12,13,13,11,16,14,15,15,16,13,5,6,4,8,9,8,10,13,4,13,12,7,4,9,,6.75,15,Not set,- - -,15,0,France,1637.0,25.482546201232033,0.5174537987679672,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brayan Boci,31,72,Balanced,5922,6.15,2036-06-30,20500.0,,Spain (First Division),Spanish First Division,2033-07-01,3.7,10,13,12,12,15,13,6,12,12,15,13,10,14,12,13,13,13,14,12,12,13,13,6,10,8,12,13,7,8,13,5,13,12,12,6,12,,6.75,16,Not set,- - -,16,0,Spain,542.0,29.48596851471595,1.514031485284052,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Nabil Sahnoun,26,69,Fairly Determined,5921,1.6,2036-12-31,6250.0,0.55,U.S.A. (MLS),Major League Soccer,2034-04-27,1.8,8,15,15,7,17,15,10,13,4,14,10,6,11,15,9,16,6,14,17,12,13,14,1,3,5,7,7,4,3,14,1,14,6,8,1,10,,-,-,Not set,- - -,0,0,U.S.A.,726.0,25.307323750855577,0.6926762491444216,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Gastón Martirena,35,68,Fairly Determined,5917,0.00775,2035-06-30,2200.0,,Uruguay (First Division),Uruguayan First Division,2034-08-14,14.5,13,12,12,12,10,13,14,14,14,11,15,11,12,15,10,8,7,6,7,3,10,8,13,10,11,14,11,16,13,11,14,14,13,13,6,14,,-,-,Not set,- - -,0,0,Uruguay,176.0,34.605749486652975,0.3942505133470226,4.0,456.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Raúl Cardozo,25,65,Fairly Determined,5905,7.0,2035-12-31,41500.0,1.8,Brazil (First Division),Brazilian National First Division,2032-03-07,1.8,10,12,18,9,13,14,14,9,12,10,11,11,13,15,19,13,2,13,13,11,15,16,3,13,4,12,8,7,8,8,1,11,14,8,4,14,Wnt,-,-,Not set,- - -,0,0,Brazil,360.0,22.169062286105408,2.830937713894593,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jordan Teze,35,72,Balanced,5900,0.0025,2035-06-30,16750.0,,England (Sky Bet Championship),Sky Bet Championship,2033-07-27,63.0,13,12,12,12,15,12,12,11,11,14,13,10,14,13,10,10,12,7,7,6,16,8,9,7,7,12,11,7,11,12,7,12,13,15,5,10,Wnt,-,-,Listed,- - -,0,1,England,176.0,33.55715263518138,1.4428473648186173,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Max Finkgräfe,30,72,Spirited,5891,2.375,2037-06-30,14500.0,0.4,Italy (Serie B),Italian Serie B,2034-12-08,0.5,10,12,13,10,12,11,13,8,12,10,12,10,13,14,15,11,11,13,14,12,13,13,11,11,7,11,7,7,13,11,11,12,12,11,6,12,Inj,6.83,12 (2),Not set,- - -,14,0,Italy,907.0,29.923340177960302,0.07665982203969883,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sergio Gómez,34,67,Fairly Ambitious,5880,0.275,2035-06-30,145000.0,5.0,Saudi Arabia (First Division),Saudi First Division League,2033-07-21,19.75,7,12,14,15,12,13,16,9,11,12,13,13,13,12,12,8,4,12,9,6,13,9,14,10,9,17,5,10,9,9,16,8,15,16,13,16,Ret,6.92,29,Not set,- - -,29,0,Saudi Arabia,176.0,32.54072553045859,1.45927446954141,4.0,387.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
João Dalla Corte,28,71,Fairly Determined,5875,16.25,2038-12-31,33500.0,7.5,Brazil (First Division),Brazilian National First Division,2034-01-09,6.0,8,15,12,13,15,14,11,13,12,15,12,13,12,15,15,14,12,15,12,13,15,14,1,11,8,12,12,10,5,14,3,14,12,12,3,7,,-,-,Not set,- - -,0,0,Brazil,1456.0,27.01163586584531,0.9883641341546886,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jorge Bode,26,73,Professional,5870,6.3,2039-06-30,20500.0,,Spain (Second Division),Spanish Second Division,2034-07-01,5.25,7,13,17,9,17,13,12,13,8,13,10,12,10,19,13,16,15,13,18,15,15,11,1,5,6,7,10,5,3,13,1,12,10,9,1,10,,7.12,17,Not set,- - -,17,0,Spain,1637.0,25.485284052019164,0.5147159479808351,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Lukas Ullrich,30,71,Fairly Professional,5856,0.88,2035-06-30,40500.0,8.0,Portugal (Premier League),Portuguese Premier League,2032-06-18,6.5,13,12,12,10,12,13,13,11,12,10,11,12,12,13,16,12,12,15,14,10,16,15,12,12,9,12,8,9,14,12,11,12,12,12,10,14,Wnt,-,-,Not set,- - -,0,0,Portugal,176.0,27.451060917180016,2.5489390828199863,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nicolas Oliveira,30,74,Fairly Loyal,5851,3.8499999999999996,2037-06-30,19250.0,1.8,Spain (First Division),Spanish First Division,2034-01-18,27.0,10,9,12,10,13,11,12,6,12,12,12,11,11,13,13,11,14,14,13,12,16,13,6,9,5,10,9,6,10,12,7,12,11,10,5,12,,6.91,17,Not set,- - -,17,0,Spain,907.0,29.0362765229295,0.9637234770704997,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Adam Gabriel,33,75,Fairly Professional,5848,0.0425,2035-06-30,3400.0,,Czechia (First Division),Czech First Division,2034-06-21,3.8,8,9,11,7,12,6,7,8,10,11,10,9,13,6,11,11,15,11,11,14,16,13,7,9,7,13,14,10,14,12,2,12,9,11,2,13,,6.70,22,Not set,- - -,22,0,Czechia,176.0,32.45790554414784,0.5420944558521561,4.0,483.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Drew Baiera,27,70,Fairly Determined,5846,14.0,2036-06-30,18750.0,3.2,England (Sky Bet Championship),Sky Bet Championship,2032-08-10,10.0,13,12,11,8,13,16,9,8,11,12,12,9,15,15,17,16,6,15,12,10,16,15,4,9,2,10,9,6,9,12,3,12,11,10,1,10,,6.91,22 (3),Not set,- - -,25,0,England,542.0,24.596167008898014,2.403832991101985,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andrea Rosi,26,70,Fairly Loyal,5840,27.0,2038-06-30,53000.0,15.75,England (Premier Division),English Premier Division,2034-06-21,22.5,15,12,10,12,16,14,9,6,10,12,16,11,13,12,15,17,5,14,17,12,14,15,4,10,5,11,8,7,6,13,2,12,12,12,5,11,,6.81,7 (3),Not set,- - -,10,0,England,1272.0,25.457905544147845,0.5420944558521561,3.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bjorn Meijer,31,72,Balanced,5831,1.045,2036-12-31,25500.0,2.4,Norway (Premier Division),Norwegian Premier Division,2034-02-10,11.0,12,13,14,12,13,12,12,9,12,11,12,12,12,10,10,12,13,12,13,12,15,13,8,8,5,12,12,9,10,12,10,13,12,12,4,11,,6.86,19 (1),Not set,- - -,20,0,Norway,726.0,30.09924709103354,0.9007529089664613,3.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Neraysho Kasanwirjo,32,69,Fairly Determined,5823,0.99,2035-06-30,31500.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2031-08-04,11.25,7,13,13,12,14,12,9,10,7,13,12,11,12,15,11,12,11,13,12,11,9,10,6,9,2,11,12,8,7,13,5,12,12,14,12,13,,6.73,15,Not set,- - -,15,0,France,176.0,28.577686516084874,3.4223134839151266,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Willy Kambwala,30,76,Perfectionist,5823,17.75,2036-06-30,21500.0,7.75,Türkiye (Super League),Turkish Super League,2032-08-20,23.0,13,13,14,11,14,12,9,9,5,13,11,7,12,14,13,14,16,16,13,15,15,15,1,6,4,12,11,3,6,12,2,12,11,10,3,4,,6.91,21,Not set,- - -,21,0,Türkiye,542.0,27.623545516769337,2.3764544832306638,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Emmanuel Attipoe,34,70,Light-Hearted,5814,0.005,2036-06-30,8750.0,,Ghana (Premier Division),Ghanaian Premier Division,2034-06-09,2.5,10,12,14,11,13,11,10,11,11,12,13,10,15,14,11,10,9,10,9,11,14,10,4,7,4,12,9,8,10,11,6,12,10,10,5,11,,7.52,21,Not set,- - -,21,0,Ghana,542.0,33.42505133470226,0.5749486652977412,3.0,348.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kevyson,30,69,Fairly Determined,5807,6.300000000000001,2036-12-31,15750.0,2.9,Brazil (First Division),Brazilian National First Division,2031-12-30,2.3,12,14,12,14,14,12,12,10,13,12,12,11,13,15,17,14,8,15,13,14,14,15,9,12,7,13,8,8,10,14,8,13,14,12,9,13,Wnt,-,-,Not set,- - -,0,0,Brazil,726.0,26.982888432580424,3.0171115674195756,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jack Hinshelwood,29,70,Fairly Professional,5801,19.5,2036-06-30,69000.0,20.5,Italy (Serie A),Italian Serie A,2032-09-29,15.75,15,12,12,12,16,13,9,11,12,13,12,12,13,13,11,12,10,13,14,11,13,13,8,7,8,14,9,7,7,11,7,13,13,12,7,8,Inj,6.66,1 (15),Listed,- - -,16,1,Italy,542.0,26.73305954825462,2.2669404517453797,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jon Aramburu,32,69,Balanced,5799,0.1775,2036-06-30,6750.0,,Italy (Serie B),Italian Serie B,2034-08-04,5.75,14,14,13,12,14,13,9,14,8,14,12,9,12,6,12,12,7,12,12,12,15,11,5,8,4,11,11,7,7,13,6,12,11,11,4,10,,6.99,21,Not set,- - -,21,0,Italy,542.0,31.578370978781656,0.4216290212183436,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sinethemba Sibeko,25,66,Resolute,5796,12.0,2037-06-30,26000.0,0.8,Spain (First Division),Spanish First Division,2032-07-05,0.75,8,12,11,10,14,12,6,14,13,13,17,11,18,15,15,17,7,13,15,9,13,16,5,7,7,11,7,8,8,12,2,11,12,12,7,10,,6.91,16,Not set,- - -,16,0,Spain,907.0,22.49760438056126,2.5023956194387407,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Kazımcan Karataş,31,72,Fairly Determined,5795,0.02,2035-06-30,9250.0,,Netherlands (Eredivisie),Eredivisie,2033-09-29,1.2,17,9,14,10,13,11,8,7,8,10,12,9,13,15,9,11,12,13,11,11,14,11,5,9,5,10,8,10,16,11,6,11,10,9,5,9,Ask,6.40,1,Listed,- - -,1,1,Netherlands,176.0,29.732375085557837,1.267624914442163,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Claudiu Păun,24,69,Fairly Determined,5790,0.77,2035-06-30,11000.0,3.1,Italy (Serie A),Italian Serie A,2030-07-26,3.1,11,13,9,10,9,13,17,8,10,11,13,13,15,15,17,15,8,15,14,11,11,14,6,11,11,12,6,8,8,10,7,12,14,11,5,14,Bid,6.80,15,Not set,- - -,15,0,Italy,176.0,19.55373032169747,4.446269678302532,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bart van Rooij,33,69,Fairly Determined,5787,4.05,2036-06-30,56000.0,16.25,U.A.E. (Pro League),UAE Professional League,2034-06-16,13.0,13,12,12,12,14,13,12,11,11,13,14,12,15,15,10,11,12,9,9,8,14,10,8,11,6,12,11,12,7,12,9,12,13,13,6,13,,6.64,19 (3),Not set,- - -,22,0,U.A.E.,542.0,32.44421629021218,0.5557837097878165,4.0,452.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Ricard Sánchez,34,69,Balanced,5770,0.009,2035-06-30,14250.0,0.205,Italy (Serie B),Italian Serie B,2033-08-25,21.0,12,12,14,12,12,12,14,12,13,12,12,12,12,9,12,10,8,8,10,6,12,9,10,7,7,11,8,8,11,12,10,12,12,9,6,13,Ret,6.72,3 (2),Listed,- - -,5,1,Italy,176.0,32.63655030800821,1.3634496919917864,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lucas Calegari,32,67,Balanced,5767,3.35,2036-12-31,56000.0,26.5,Italy (Serie A),Italian Serie A,2032-12-31,41.0,8,15,11,14,15,14,14,13,13,12,12,12,13,13,13,12,4,13,12,10,14,13,11,12,10,14,10,13,9,12,7,13,13,14,9,13,,6.93,15,Not set,- - -,15,0,Italy,726.0,29.987679671457904,2.0123203285420943,3.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marko Cerović,26,70,Resolute,5746,6.65,2039-06-30,37000.0,4.4,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2035-01-04,16.75,12,13,16,10,10,13,9,12,11,11,9,12,9,17,18,12,8,14,16,12,13,14,5,10,7,13,7,9,6,10,7,9,14,11,5,12,,6.81,16,Not set,- - -,16,0,France,1637.0,25.99726214921287,0.0027378507871321013,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ryan Giles,34,72,Fairly Professional,5745,0.041,2035-06-30,3500.0,,England (Sky Bet League One),Sky Bet League One,2033-08-24,13.25,10,12,8,12,13,12,13,11,12,9,9,14,12,13,11,10,13,11,10,9,13,12,11,10,8,14,7,11,9,10,11,8,14,12,9,14,Wnt,6.75,18 (11),Not set,- - -,29,0,England,176.0,32.63381245722108,1.3661875427789185,4.0,433.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nayel Mehssatou,32,64,Balanced,5720,0.132,2035-12-31,350.0,,Chile (First Division),Chilean First Division,2034-07-30,6.75,9,13,12,11,13,13,12,9,11,12,12,10,13,12,12,11,7,11,9,8,12,10,5,11,5,12,9,8,10,12,7,12,12,13,5,12,,-,-,Not set,- - -,0,0,Chile,360.0,31.564681724845997,0.4353182751540041,3.0,466.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
João Ferreira,33,73,Fairly Professional,5712,0.495,2035-06-30,45000.0,6.75,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-04-22,32.5,14,15,14,13,14,12,7,11,8,14,13,11,13,13,9,10,14,10,10,8,15,10,8,10,6,12,11,8,12,12,7,13,11,12,7,12,,6.75,5 (3),Not set,- - -,8,0,France,176.0,31.2943189596167,1.7056810403832992,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Artur Nowak,26,70,Resilient,5711,5.4,2037-06-30,13750.0,0.95,England (Sky Bet Championship),Sky Bet Championship,2034-08-04,0.8,13,16,15,10,16,14,10,9,11,14,14,14,11,15,11,16,8,12,14,12,14,12,7,8,4,9,7,6,9,14,8,13,12,11,4,9,ESC,6.87,25,Not set,- - -,25,0,England,907.0,25.578370978781656,0.4216290212183436,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Khaled Al-Ajmi,24,74,Fairly Professional,5701,9.55,2039-06-30,38000.0,14.75,Portugal (Premier League),Portuguese Premier League,2034-07-22,12.75,14,13,8,12,16,17,6,12,10,13,15,14,12,13,12,14,15,11,14,14,12,12,3,7,3,9,10,6,10,13,2,13,7,9,5,11,,6.69,7 (4),Not set,- - -,11,0,Portugal,1637.0,23.54277891854894,0.45722108145106094,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Quilindschy Hartman,33,72,Fairly Determined,5696,,2036-06-30,93000.0,2.3,Netherlands (Eredivisie),Eredivisie,2034-06-30,38.0,16,14,15,13,14,12,11,11,13,14,15,13,17,16,13,12,10,14,14,9,13,14,12,11,8,13,8,10,10,14,12,14,12,12,6,15,,6.95,8 (3),Not set,- - -,11,0,Netherlands,542.0,32.48254620123203,0.5174537987679672,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Josh Doig,32,74,Resolute,5693,1.7750000000000001,2036-06-30,59000.0,2.4,Italy (Serie A),Italian Serie A,2034-06-16,12.0,12,13,13,12,8,11,12,6,13,12,14,12,13,15,15,13,16,16,12,13,14,15,7,9,9,11,11,10,9,10,3,12,12,12,5,13,nEU,7.10,1 (2),Not set,- - -,3,0,Italy,542.0,31.444216290212182,0.5557837097878165,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Javi López,32,72,Balanced,5689,6.300000000000001,2036-06-30,21000.0,4.3,Italy (Serie B),Italian Serie B,2034-06-30,4.4,11,12,12,12,15,13,13,1,14,12,10,12,11,13,13,12,13,14,13,10,13,13,11,12,8,12,6,10,8,11,7,11,12,12,5,12,,7.03,11,Not set,- - -,11,0,Italy,542.0,31.482546201232033,0.5174537987679672,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Julio César Soler,29,70,Fairly Determined,5685,9.100000000000001,2036-12-31,22500.0,,Brazil (First Division),Brazilian National First Division,2033-01-11,6.25,9,13,12,11,13,16,11,14,13,12,13,11,14,15,14,13,7,15,13,9,12,15,8,12,10,10,11,9,4,13,3,11,12,11,12,11,Wnt,-,-,Not set,- - -,0,0,Brazil,726.0,27.017796030116358,1.9822039698836413,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Daniel Leo,33,72,Balanced,5682,0.275,2035-06-30,4300.0,0.3,Switzerland (Super League),Swiss Super League,2032-06-17,1.0,14,12,10,8,13,13,8,7,11,12,12,9,12,14,10,11,12,10,8,8,13,11,3,7,6,11,11,8,7,12,5,12,11,12,4,10,Inj,6.61,18,Not set,- - -,18,0,Switzerland,176.0,30.44832306639288,2.5516769336071183,3.0,482.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Thiago Augusto,25,70,Resilient,5682,22.0,2038-06-30,53000.0,11.25,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-03-30,11.25,9,13,16,10,12,13,11,11,13,12,13,12,12,16,16,16,6,14,14,12,14,16,5,11,8,13,7,7,12,11,2,12,16,13,6,11,,6.90,6 (6),Not set,- - -,12,0,France,1272.0,24.23066392881588,0.7693360711841205,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
