Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Argentina,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_Denmark,Country_Ecuador,Country_England,Country_France,Country_Germany,Country_Greece,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Josh Sargent,34,73,Resolute,7421,0.4125,2035-06-30,46500.0,13.5,Netherlands (Eredivisie),Eredivisie,2032-02-02,46.5,15,15,14,13,13,13,11,13,16,8,14,13,16,16,10,13,14,12,12,9,16,12,5,9,15,15,14,9,2,7,7,6,12,13,16,10,Wnt,6.81,20,Not set,- - -,20,0,Netherlands,176.0,31.075975359342916,2.924024640657084,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Christoph Baumgartner,35,71,Spirited,7396,,2036-06-30,24500.0,3.9,Austria (Premier Division),Austrian Premier Division,2033-08-24,40.5,16,16,16,14,13,12,15,12,16,10,14,13,17,17,9,11,11,10,11,6,16,11,13,11,13,14,13,10,5,9,12,12,15,13,14,9,,6.76,23 (1),Not set,- - -,24,0,Austria,542.0,33.63381245722108,1.3661875427789185,4.0,488.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marlon Gomes,31,72,Balanced,7377,,2036-12-31,50000.0,8.75,Brazil (First Division),Brazilian National First Division,2034-09-02,17.25,11,12,12,13,12,13,14,9,12,11,12,14,12,13,14,12,9,14,13,11,14,14,8,14,9,15,9,10,5,11,9,10,16,14,10,10,,-,-,Not set,- - -,0,0,Brazil,726.0,30.65776865160849,0.34223134839151265,3.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Andrew Moran,31,70,Fairly Professional,7370,,2037-06-30,66000.0,20.0,Spain (First Division),Spanish First Division,2034-08-09,23.0,10,13,9,16,11,12,16,10,12,9,12,16,13,11,16,13,6,13,13,9,14,14,10,13,10,14,8,11,3,5,12,8,15,15,8,12,,7.02,16 (1),Not set,- - -,17,0,Spain,907.0,30.592060232717316,0.4079397672826831,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Alberto Moleiro,31,67,Fairly Professional,7354,17.5,2036-06-30,73000.0,,Netherlands (Eredivisie),Eredivisie,2033-07-01,20.5,9,12,11,13,12,13,16,12,15,7,11,15,13,14,17,13,7,12,12,7,14,14,12,15,13,16,6,11,7,7,11,5,16,14,9,14,,7.28,5 (9),Not set,- - -,14,0,Netherlands,542.0,29.48596851471595,1.514031485284052,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bilal El Khannouss,30,71,Fairly Determined,7352,34.5,2036-06-30,105000.0,22.0,Italy (Serie A),Italian Serie A,2030-09-29,22.0,11,13,14,16,12,16,15,10,16,8,13,16,13,15,13,10,11,14,12,11,13,14,10,13,9,15,9,11,6,7,11,5,14,15,7,12,Unh,6.93,13,Not set,- - -,13,0,Italy,542.0,25.731690622861052,4.268309377138946,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Callum Bell,26,68,Fickle,7350,61.0,2038-06-30,80000.0,28.0,England (Premier Division),English Premier Division,2034-06-30,60.0,5,14,6,15,10,12,15,4,14,6,12,12,16,13,17,17,7,16,15,13,17,15,11,13,14,16,11,14,4,4,12,7,15,17,6,11,,6.94,7 (7),Not set,- - -,14,0,England,1272.0,25.482546201232033,0.5174537987679672,2.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luka Vrbančić,29,72,Resolute,7299,32.5,2037-06-30,31500.0,20.5,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-07-01,37.0,13,15,14,14,9,13,15,14,14,12,14,15,12,16,14,13,13,13,14,13,15,10,11,14,10,14,9,13,4,12,11,9,14,14,12,10,,6.58,0 (7),Not set,- - -,7,0,France,907.0,27.48596851471595,1.514031485284052,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maximilian Bender,25,70,Fairly Determined,7283,55.5,2038-06-30,61000.0,26.5,England (Premier Division),English Premier Division,2032-09-01,25.0,13,15,7,18,11,16,16,17,14,9,12,17,12,17,16,14,8,13,15,12,9,13,9,13,8,16,9,13,4,7,9,5,16,15,6,10,Wnt,6.95,21,Not set,- - -,21,0,England,1272.0,22.65639972621492,2.3436002737850785,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dal Varešanović,33,70,Fairly Determined,7254,0.6050000000000001,2037-06-30,16000.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2035-01-03,1.2,10,15,12,14,14,14,14,10,16,11,12,14,15,15,12,10,7,12,11,7,16,11,9,10,13,16,8,12,3,7,9,8,14,14,12,10,,6.64,0 (9),Not set,- - -,9,0,France,907.0,32.99452429842574,0.0054757015742642025,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gabriel Silva,32,69,Fairly Determined,7249,5.800000000000001,2036-12-31,79000.0,1.1,Brazil (First Division),Brazilian National First Division,2033-01-09,4.0,10,13,10,13,10,10,15,8,13,6,9,12,10,15,14,12,7,13,13,8,13,12,12,13,12,13,7,11,6,6,12,7,14,12,12,15,,-,-,Not set,- - -,0,0,Brazil,726.0,30.012320328542096,1.9876796714579055,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
James McAtee,32,71,Fairly Ambitious,7236,10.65,2035-06-30,62000.0,20.5,England (Sky Bet Championship),Sky Bet Championship,2032-06-30,73.0,8,13,12,17,13,14,16,8,12,8,12,14,13,14,16,12,11,13,12,9,13,14,7,12,12,13,6,11,2,9,12,6,16,14,10,12,Wnt,7.21,9 (11),Not set,- - -,20,0,England,176.0,29.4839151266256,2.516084873374401,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jamie Donley,30,70,Fairly Determined,7201,118.0,2036-06-30,275000.0,6.25,England (Premier Division),English Premier Division,2032-08-10,5.25,13,15,14,16,14,14,14,11,16,7,11,15,12,17,15,15,10,14,14,14,15,14,8,12,17,15,13,12,3,7,8,9,14,15,15,12,,6.96,20,Not set,- - -,20,0,England,542.0,27.596167008898014,2.403832991101985,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Óscar Cortés,31,70,Fairly Professional,7192,34.0,2037-06-30,71000.0,28.0,England (Premier Division),English Premier Division,2034-06-30,31.5,11,12,12,12,12,11,13,11,14,13,12,13,13,10,15,11,9,14,13,12,13,13,9,12,9,12,9,12,10,8,10,3,13,13,14,12,,6.74,1 (15),Not set,- - -,16,0,England,907.0,30.482546201232033,0.5174537987679672,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Keane Lewis-Potter,33,67,Resolute,7157,0.30250000000000005,2035-06-30,18750.0,,Türkiye (Super League),Turkish Super League,2034-07-22,28.5,12,12,12,13,11,13,14,9,13,8,11,12,12,17,13,12,8,12,11,9,15,12,12,10,12,12,11,13,8,7,10,6,12,12,12,13,Inj,6.91,10 (8),Not set,- - -,18,0,Türkiye,176.0,32.54277891854894,0.45722108145106094,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Iván Jaime,34,71,Fairly Professional,7121,0.022,2035-06-30,21500.0,,Austria (Premier Division),Austrian Premier Division,2034-07-21,30.0,8,13,9,15,10,13,14,8,13,9,10,15,9,11,9,11,10,9,8,6,13,9,12,11,12,14,6,12,6,6,11,8,15,14,12,13,,6.42,17 (6),Not set,- - -,23,0,Austria,176.0,33.540041067761805,0.459958932238193,4.0,488.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jason Knight,33,68,Fairly Professional,7081,0.35750000000000004,2035-06-30,21000.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-08-02,32.0,16,14,13,12,10,12,13,12,14,10,15,12,16,14,11,10,5,11,12,6,17,11,7,11,10,13,7,10,3,9,6,12,14,14,7,9,,6.65,8 (9),Not set,- - -,17,0,France,176.0,32.572895277207394,0.4271047227926078,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yunus Akgün,34,68,Balanced,7069,0.1225,2035-06-30,49000.0,3.9,Türkiye (Super League),Turkish Super League,2033-12-02,26.0,12,12,12,13,11,12,16,8,13,8,12,14,14,13,15,10,5,10,8,4,15,11,12,12,12,14,9,11,5,5,12,4,15,13,9,14,,7.00,1 (5),Not set,- - -,6,0,Türkiye,176.0,32.90759753593429,1.0924024640657084,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Fábio Carvalho,32,67,Fairly Ambitious,7057,11.0,2036-06-30,59000.0,3.6,Türkiye (Super League),Turkish Super League,2032-09-01,28.5,12,15,11,15,12,13,17,8,14,8,12,14,12,13,16,12,6,13,11,7,14,13,12,13,13,14,7,10,4,7,13,9,16,15,12,11,Inj,7.03,20,By request,- - -,20,1,Türkiye,542.0,29.65639972621492,2.3436002737850785,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Eduard Spertsyan,34,70,Balanced,7032,0.16999999999999998,2036-06-30,15250.0,,Greece (Super League 1),Greek Super League 1,2034-04-04,24.5,13,13,10,13,12,14,13,13,16,12,12,14,11,10,11,10,7,7,7,4,12,8,13,10,13,14,6,13,9,10,14,8,15,14,11,11,,5.92,16 (1),Not set,- - -,17,0,Greece,542.0,33.24435318275154,0.75564681724846,3.0,481.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jurgen Ekkelenkamp,34,74,Fairly Determined,7016,0.7150000000000001,2035-06-30,35000.0,28.5,Ukraine (Premier League),Ukrainian Premier League,2033-05-05,24.5,10,15,12,15,15,14,13,9,16,8,14,15,13,15,10,13,14,9,11,8,13,7,8,8,14,16,13,11,9,8,9,7,14,14,13,11,,7.06,16 (1),Not set,- - -,17,0,Ukraine,176.0,32.32991101984942,1.6700889801505818,4.0,463.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Hákon Arnar Haraldsson,31,71,Resolute,6988,,2036-06-30,54000.0,6.75,Germany (Bundesliga),Bundesliga,2034-07-26,16.5,12,13,15,14,12,14,17,7,15,7,13,15,15,16,16,13,12,14,15,8,16,13,13,13,12,14,10,11,2,5,14,6,14,13,6,11,,7.12,17,Not set,- - -,17,0,Germany,542.0,30.55373032169747,0.4462696783025325,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pablo Lamy,26,74,Fairly Professional,6983,69.5,2039-06-30,94000.0,9.0,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-05-09,9.0,15,14,9,16,12,15,14,16,15,10,12,14,14,13,15,15,15,13,14,12,10,15,5,14,7,14,14,10,5,9,5,6,14,16,6,8,,7.23,19 (1),Not set,- - -,20,0,France,1637.0,25.340177960301162,0.6598220396988365,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Naci Ünüvar,31,66,Fairly Determined,6974,,2036-06-30,95000.0,14.25,Italy (Serie A),Italian Serie A,2034-02-02,19.25,12,15,10,14,10,13,16,8,14,8,11,16,13,15,15,13,5,13,10,8,13,12,10,13,12,15,5,11,5,8,14,6,17,14,12,9,,7.03,16,Not set,- - -,16,0,Italy,542.0,30.077344284736483,0.9226557152635181,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Takuhiro Nakai,31,70,Balanced,6953,,2036-06-30,47000.0,14.75,Belgium (Jupiler Pro League),Jupiler Pro League,2033-07-01,21.0,8,12,5,13,10,13,17,13,13,11,11,14,11,10,15,10,6,12,13,11,13,14,8,14,10,15,5,11,4,7,11,9,16,16,3,7,,7.27,24,Not set,- - -,24,0,Belgium,542.0,29.48596851471595,1.514031485284052,3.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iván Martín,35,70,Resolute,6944,0.015,2035-06-30,39000.0,1.7,Spain (Second Division),Spanish Second Division,2033-07-18,1.7,12,11,13,13,12,13,14,11,11,12,12,15,12,16,9,11,8,9,7,8,13,8,12,11,11,14,9,9,7,10,11,11,15,13,11,14,Wnt,7.40,0 (5),Not set,- - -,5,0,Spain,176.0,33.53251197809719,1.4674880219028064,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Jordan Carrillo,33,66,Fairly Determined,6939,0.7150000000000001,2035-12-31,36000.0,7.25,Mexico (First Division),Mexican First Division,2033-10-26,8.75,14,14,12,13,11,13,15,10,14,12,12,16,11,15,12,14,4,10,7,6,12,11,8,14,9,15,7,10,6,8,8,7,17,15,8,9,,6.98,22 (2),Not set,- - -,24,0,Mexico,360.0,31.806297056810404,1.1937029431895962,4.0,489.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eggert Aron Guðmundsson,30,69,Fairly Determined,6920,13.5,2036-06-30,47500.0,0.245,Italy (Serie A),Italian Serie A,2033-06-11,2.4,12,13,13,14,13,14,11,10,12,12,12,14,12,16,13,12,7,13,13,11,13,14,9,13,10,15,8,9,5,12,9,11,14,13,11,10,,6.94,18,Not set,- - -,18,0,Italy,542.0,28.431211498973305,1.568788501026694,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Julio Enciso,30,69,Fairly Professional,6920,31.0,2037-06-30,80000.0,9.5,England (Premier Division),English Premier Division,2033-12-23,9.5,7,12,14,12,11,12,15,8,14,9,9,13,16,11,17,14,5,13,14,12,15,15,6,14,13,13,7,15,4,5,8,4,15,12,12,12,,6.95,2 (13),Not set,- - -,15,0,England,907.0,28.965092402464066,1.0349075975359343,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marco Tilio,33,64,Fairly Determined,6906,0.4125,2035-06-30,18000.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-06-25,1.0,9,15,12,13,12,13,14,12,15,7,10,12,12,16,14,12,5,12,11,8,12,13,13,12,12,15,8,12,4,7,7,6,15,11,4,11,,6.90,16,Not set,- - -,16,0,France,176.0,32.46885694729637,0.5311430527036276,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Florian Allmeier,24,69,Driven,6890,68.5,2037-06-30,185000.0,42.5,England (Premier Division),English Premier Division,2031-09-01,42.5,8,15,11,16,12,15,16,13,16,12,12,16,15,20,15,17,11,14,16,12,14,15,10,13,10,17,9,12,4,11,10,8,16,15,8,12,Inj,6.93,12 (8),Not set,- - -,20,0,England,907.0,20.654346338124572,3.345653661875428,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Antonio Foti,31,71,Balanced,6884,,2036-06-30,47500.0,0.7,Germany (Bundesliga),Bundesliga,2031-01-28,0.725,12,14,10,15,10,12,15,12,15,10,11,15,10,12,13,12,11,15,13,10,15,12,12,11,11,13,8,13,4,9,14,7,14,13,10,11,,6.68,5 (13),Not set,- - -,18,0,Germany,542.0,27.06297056810404,3.9370294318959616,3.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Juergen Elitím,35,67,Balanced,6873,0.305,2035-12-31,9250.0,,Japan (J1 League),J1 League,2034-07-10,17.25,9,14,11,15,11,13,14,12,14,9,11,15,10,11,8,12,6,7,7,6,13,10,16,10,12,15,6,9,8,9,11,10,13,16,14,11,,6.92,18,Not set,- - -,18,0,Japan,360.0,34.50992470910335,0.49007529089664614,3.0,475.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Filip Krastev,33,70,Light-Hearted,6813,1.55,2035-06-30,28500.0,,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2031-07-01,8.25,8,12,12,13,8,12,16,11,12,11,13,15,12,13,13,12,7,11,11,8,14,12,14,11,10,13,5,10,5,8,15,11,14,14,12,13,,6.75,6 (11),Not set,- - -,17,0,France,176.0,29.484599589322382,3.515400410677618,3.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Benjamin Tahirović,31,76,Fairly Professional,6811,,2036-06-30,12250.0,,Netherlands (Eredivisie),Eredivisie,2033-01-06,6.5,8,13,10,15,11,13,13,6,12,11,12,15,9,10,12,13,15,13,12,11,13,11,7,11,9,15,9,12,3,8,8,9,16,16,8,9,,6.98,18,Not set,- - -,18,0,Netherlands,542.0,29.0041067761807,1.995893223819302,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stanis Idumbo Muzambo,29,67,Resolute,6792,21.0,2037-06-30,71000.0,23.0,Portugal (Premier League),Portuguese Premier League,2034-07-09,28.5,6,12,16,16,13,13,16,12,13,9,7,15,12,16,17,14,6,16,13,12,17,15,10,16,9,15,5,10,4,6,8,5,16,13,8,9,,7.23,24 (3),Not set,- - -,27,0,Portugal,907.0,28.50718685831622,0.4928131416837782,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enzo Le Fée,34,67,Fairly Loyal,6777,0.014,2035-06-30,6000.0,,Netherlands (Eredivisie),Eredivisie,2033-08-21,37.0,7,12,10,14,11,13,15,12,12,9,13,15,12,14,9,13,3,8,8,3,14,10,14,9,8,14,4,10,3,10,13,7,13,14,11,11,Lst,6.42,0 (11),Listed,- - -,11,1,Netherlands,176.0,32.625598904859686,1.374401095140315,3.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Isak Hansen-Aarøen,30,70,Perfectionist,6737,25.0,2036-06-30,76000.0,11.25,Spain (First Division),Spanish First Division,2031-07-28,12.25,12,14,8,17,11,13,13,8,15,6,12,15,12,15,17,15,4,14,13,10,10,14,9,15,11,14,3,9,2,7,8,5,15,15,8,10,,7.07,4 (16),Not set,- - -,20,0,Spain,542.0,26.55852156057495,3.4414784394250515,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Maurits Kjærgaard,31,76,Fairly Determined,6734,,2037-06-30,48000.0,,England (Premier Division),English Premier Division,2034-07-01,22.0,13,13,14,12,11,13,10,11,15,9,12,13,12,15,13,15,18,13,13,15,14,13,5,11,11,12,12,12,6,8,12,10,14,11,6,8,,6.85,3 (15),Not set,- - -,18,0,England,907.0,30.485284052019164,0.5147159479808351,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Krisztofer Horváth,32,73,Fairly Determined,6733,0.6599999999999999,2035-12-31,22500.0,3.1,Brazil (Second Division),Brazilian National Second Division,2031-09-12,5.25,8,13,8,15,14,13,15,7,13,11,8,15,8,15,11,11,10,10,8,7,13,10,10,13,14,14,6,12,7,6,11,5,14,13,12,10,Inj,-,-,Not set,- - -,0,0,Brazil,360.0,28.684462696783026,3.3155373032169746,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Otto Rosengren,31,70,Fairly Professional,6700,,2036-06-30,47000.0,22.5,Spain (First Division),Spanish First Division,2034-06-30,39.5,12,15,13,14,13,14,12,10,15,13,14,14,14,14,15,13,8,14,14,12,13,14,13,11,9,15,10,14,7,13,12,13,14,15,11,12,,7.09,11 (6),Not set,- - -,17,0,Spain,542.0,30.482546201232033,0.5174537987679672,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Peque,32,66,Fairly Professional,6696,1.55,2036-12-31,21000.0,,Norway (Premier Division),Norwegian Premier Division,2034-08-27,7.75,10,12,12,14,9,13,13,9,15,7,13,14,12,13,13,11,11,11,9,10,15,12,5,11,11,15,11,11,4,5,7,5,14,14,14,8,,-,0 (1),Not set,- - -,1,0,Norway,726.0,31.641341546885695,0.3586584531143053,4.0,487.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Svit Sešlar,32,73,Spirited,6683,1.9,2035-06-30,31000.0,4.1,Ukraine (Premier League),Ukrainian Premier League,2033-07-01,5.25,12,14,11,14,10,12,16,11,13,9,12,15,13,15,8,12,12,10,11,8,12,10,11,11,12,13,10,11,2,7,13,5,13,14,12,11,,7.17,22 (2),Not set,- - -,24,0,Ukraine,176.0,30.48596851471595,1.514031485284052,4.0,463.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Lucas Bergvall,28,73,Model Citizen,6676,40.0,2036-06-30,66000.0,26.5,England (Premier Division),English Premier Division,2032-06-30,82.0,12,14,10,15,13,14,15,14,14,11,12,16,12,18,16,12,15,14,13,12,15,17,11,14,9,15,8,11,3,7,10,8,15,16,9,8,,7.09,7 (8),Not set,- - -,15,0,England,542.0,25.4839151266256,2.516084873374401,0.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Julio Ruíz,26,67,Determined,6659,17.0,2035-06-30,57000.0,0.165,England (Premier Division),English Premier Division,2029-06-30,1.1,11,14,11,14,8,16,17,10,16,7,10,15,8,18,17,13,5,13,14,12,12,14,9,15,12,14,12,12,5,5,11,4,17,15,7,10,Inj,6.84,20 (1),By request,- - -,21,1,England,176.0,20.483230663928815,5.516769336071184,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carlo Holse,35,70,Fairly Professional,6648,0.0325,2035-06-30,20500.0,,Denmark (3F Superliga),3F Superliga,2033-07-21,2.7,12,14,10,13,12,12,15,5,12,7,12,13,12,14,11,10,7,9,8,7,14,9,15,9,12,16,7,11,2,8,11,8,14,15,13,15,,6.44,12 (12),Not set,- - -,24,0,Denmark,176.0,33.54072553045859,1.45927446954141,4.0,485.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Victor Hugo,30,72,Balanced,6601,35.0,2037-06-30,46500.0,10.5,England (Sky Bet Championship),Sky Bet Championship,2033-07-01,19.5,10,15,13,15,13,13,16,11,15,14,12,15,12,13,16,14,12,14,12,14,14,14,10,15,11,14,11,11,2,9,13,10,14,14,11,10,Ask,6.99,6 (16),Not set,- - -,22,0,England,907.0,28.48596851471595,1.514031485284052,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
