Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Bosnia & Herzegovina,Country_Brazil,Country_China,Country_Colombia,Country_Croatia,Country_Denmark,Country_Ecuador,Country_England,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Italy,Country_Japan,Country_Mali,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Norway,Country_Poland,Country_Portugal,Country_Qatar,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Serbia,Country_Slovenia,Country_Spain,Country_Sweden,Country_Switzerland,Country_Tunisia,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_nan
Éwil Indaburo,26,72,Spirited,5742,20.25,2038-06-30,68000.0,9.25,Germany (Bundesliga),Bundesliga,2033-12-25,9.75,11,12,13,13,15,16,8,17,7,13,8,13,12,17,14,13,13,15,15,15,14,13,4,9,3,8,14,5,8,14,7,12,6,9,2,4,,7.05,19,Not set,- - -,19,0,Germany,1272.0,24.97056810403833,1.0294318959616702,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tryggvi Snær Mathiesen,25,76,Resolute,5724,9.75,2037-06-30,16000.0,1.1,England (Sky Bet Championship),Sky Bet Championship,2034-05-09,1.1,12,12,17,13,13,13,9,12,10,14,15,10,12,15,11,17,19,12,13,12,16,12,3,9,4,12,12,8,7,11,4,12,15,15,4,8,Wnt,6.80,23,Not set,- - -,23,0,England,907.0,24.340177960301162,0.6598220396988365,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nüraly Älip,35,74,Balanced,5718,0.15150000000000002,2035-06-30,39000.0,1.7,Russia (Premier League),Russian Premier League,2033-12-04,1.7,14,16,12,14,17,13,6,10,6,14,14,7,13,14,8,10,13,8,11,7,15,8,4,6,5,11,14,5,8,12,4,15,11,14,4,5,,6.85,21,Not set,- - -,21,0,Russia,176.0,33.913073237508556,1.0869267624914443,3.0,454.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
João Ferreira,33,73,Fairly Professional,5712,0.495,2035-06-30,45000.0,6.75,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-04-22,32.5,14,15,14,13,14,12,7,11,8,14,13,11,13,13,9,10,14,10,10,8,15,10,8,10,6,12,11,8,12,12,7,13,11,12,7,12,,6.75,5 (3),Not set,- - -,8,0,France,176.0,31.2943189596167,1.7056810403832992,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ramiz Kemper,23,75,Fairly Determined,5708,7.5,2039-06-30,32000.0,6.25,Germany (Bundesliga),Bundesliga,2034-08-08,6.25,8,16,13,11,12,14,6,16,6,13,12,8,17,17,13,12,15,11,16,12,12,12,7,8,3,9,10,6,3,13,8,13,14,12,5,7,,6.72,19,Not set,- - -,19,0,Germany,1637.0,22.589322381930184,0.4106776180698152,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Géza Kocsis,22,72,Resolute,5687,6.8,2038-06-30,14500.0,4.4,Spain (Second Division),Spanish Second Division,2034-08-12,3.7,13,13,17,11,13,12,6,17,8,14,12,8,15,15,11,16,12,12,16,12,16,14,3,7,6,9,13,6,6,12,2,12,10,9,6,8,,6.62,13,Not set,- - -,13,0,Spain,1272.0,21.600273785078713,0.3997262149212868,4.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Daniel Leo,33,72,Balanced,5682,0.275,2035-06-30,4300.0,0.3,Switzerland (Super League),Swiss Super League,2032-06-17,1.0,14,12,10,8,13,13,8,7,11,12,12,9,12,14,10,11,12,10,8,8,13,11,3,7,6,11,11,8,7,12,5,12,11,12,4,10,Inj,6.61,18,Not set,- - -,18,0,Switzerland,176.0,30.44832306639288,2.5516769336071183,3.0,482.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Gabriele Corbo,34,73,Fairly Determined,5681,0.32999999999999996,2035-12-31,4300.0,,U.S.A. (MLS),Major League Soccer,2032-12-08,1.2,11,15,11,12,14,12,11,13,6,13,12,11,12,15,6,10,12,6,8,7,14,7,4,9,6,13,11,9,2,13,8,13,12,15,6,9,,-,-,Not set,- - -,0,0,U.S.A.,360.0,31.924709103353866,2.0752908966461328,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Nicolás Meriano,34,75,Balanced,5679,0.038500000000000006,2035-06-30,2800.0,,Italy (Serie B),Italian Serie B,2034-07-17,13.75,12,14,12,10,17,12,9,11,11,14,13,10,13,12,8,10,15,7,7,11,12,6,1,7,6,12,15,5,10,14,4,13,11,13,8,4,,6.86,17,Not set,- - -,17,0,Italy,176.0,33.52908966461328,0.47091033538672145,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mario Vušković,33,74,Fairly Determined,5670,5.65,2037-06-30,29000.0,7.0,Italy (Serie B),Italian Serie B,2034-01-15,21.0,13,12,12,14,13,13,11,13,8,13,12,12,12,15,9,12,15,11,11,11,12,9,6,9,6,12,12,11,14,13,13,12,12,13,11,9,Ask,-,-,Not set,- - -,0,0,Italy,907.0,32.0280629705681,0.971937029431896,4.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ahmed Al-Amoudi,24,73,Resolute,5669,4.65,2038-12-31,8250.0,1.2,U.S.A. (MLS),Major League Soccer,2034-04-24,0.925,9,14,18,12,14,13,10,10,8,15,11,13,14,15,10,16,15,12,14,12,16,11,3,8,7,13,11,12,4,10,5,12,17,16,4,8,Int,-,-,Not set,- - -,0,0,U.S.A.,1456.0,23.299110198494184,0.7008898015058179,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Paulo Vítor,26,75,Fickle,5667,42.0,2037-06-30,82000.0,17.0,England (Premier Division),English Premier Division,2033-07-01,35.0,19,15,14,9,17,13,11,12,10,17,14,11,12,15,15,14,18,14,13,15,14,15,5,9,6,4,14,7,5,13,1,14,8,8,4,5,,6.68,16,Not set,- - -,16,0,England,907.0,24.48596851471595,1.514031485284052,2.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Attila Mocsi,34,74,Spirited,5658,0.015,2035-06-30,2400.0,,Portugal (Second League),Portuguese Second League,2033-07-28,2.0,12,12,13,11,12,12,8,9,8,12,11,12,10,14,7,10,14,8,11,11,12,8,3,7,5,11,12,4,5,14,3,13,10,12,4,5,,6.80,1 (1),Not set,- - -,2,0,Portugal,176.0,32.559890485968516,1.4401095140314852,4.0,430.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Denzel Hall,33,69,Fairly Determined,5655,0.006,2035-06-30,4600.0,,Netherlands (Keuken Kampioen Divisie),Keuken Kampioen Divisie,2034-04-04,9.75,15,12,12,9,12,12,14,5,9,12,13,8,11,15,12,11,6,12,13,9,15,10,7,11,5,12,4,6,12,11,7,12,14,13,5,8,Wnt,6.50,0 (2),Listed,- - -,2,1,Netherlands,176.0,32.24435318275154,0.75564681724846,4.0,438.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rafael Uzcátegui,30,72,Balanced,5653,0.088,2035-06-30,8000.0,2.1,Türkiye (Super League),Turkish Super League,2031-07-29,3.2,10,13,14,13,15,13,5,6,8,13,10,10,12,8,12,13,12,13,14,12,13,12,4,9,5,10,13,7,2,14,1,12,11,8,5,3,Wnt,6.86,15,Not set,- - -,15,0,Türkiye,176.0,26.56125941136208,3.4387405886379194,3.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Moussa Diarra,34,72,Balanced,5652,0.0,,,,Mali,-,,4.4,15,14,13,11,12,12,8,12,12,12,12,11,12,14,8,10,13,9,9,9,13,8,5,10,6,12,12,5,11,12,2,14,12,13,4,10,FrA,-,-,Not set,- - -,0,0,Mali,,,,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gentian Halimi,24,72,Resolute,5652,7.2,2037-06-30,15250.0,2.0,Netherlands (Eredivisie),Eredivisie,2032-08-06,1.9,11,13,17,14,13,11,9,16,9,14,11,13,13,15,13,15,13,12,14,13,13,15,3,9,7,12,9,6,7,13,4,15,14,14,4,7,,6.85,25,Not set,- - -,25,0,Netherlands,907.0,21.585215605749486,2.414784394250513,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hendry Blank,30,75,Fairly Determined,5650,29.0,2036-06-30,51000.0,31.5,Italy (Serie A),Italian Serie A,2032-09-01,66.0,13,13,13,12,15,14,10,11,10,13,12,13,13,16,14,14,16,16,13,16,17,14,2,9,6,11,13,7,13,14,2,14,12,12,6,8,Lst,6.76,17,Listed,- - -,17,1,Italy,542.0,27.65639972621492,2.3436002737850785,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tom Atcheson,28,77,Resolute,5644,2.6500000000000004,2036-12-31,9500.0,2.3,U.S.A. (MLS),Major League Soccer,2034-04-01,1.9,10,11,11,12,13,11,7,11,7,15,6,11,10,15,13,11,17,14,10,12,14,12,1,7,1,10,12,6,8,10,2,13,9,11,3,5,,-,-,Not set,- - -,0,0,U.S.A.,726.0,27.236139630390145,0.7638603696098563,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ulises Giménez,29,72,Fairly Determined,5629,20.5,2037-06-30,54000.0,15.5,Türkiye (Super League),Turkish Super League,2033-09-15,11.75,15,13,12,14,15,13,8,13,9,16,9,12,11,15,15,14,14,13,13,11,16,15,4,11,6,13,14,6,7,13,3,12,13,10,6,7,,7.16,10,Not set,- - -,10,0,Türkiye,907.0,27.694045174537987,1.3059548254620124,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Vlatko Ivičić,23,72,Light-Hearted,5628,13.25,2037-06-30,12500.0,3.4,Netherlands (Eredivisie),Eredivisie,2032-02-02,2.8,12,14,18,13,13,13,9,11,10,14,11,12,15,16,14,17,13,14,14,13,16,13,3,7,5,7,12,6,10,14,1,13,9,9,5,5,Wnt,6.73,24,Not set,- - -,24,0,Netherlands,907.0,20.075975359342916,2.924024640657084,3.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jon Pacheco,33,72,Balanced,5625,0.005,2035-06-30,8000.0,,Netherlands (Eredivisie),Eredivisie,2033-07-07,11.5,14,14,11,12,14,12,12,12,7,13,14,13,13,5,7,10,14,8,5,4,16,6,7,9,7,11,14,9,10,13,8,13,13,11,9,9,Lst,7.10,1,Listed,- - -,1,1,Netherlands,176.0,31.50239561943874,1.4976043805612593,3.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ronald Vargas,22,78,Fairly Determined,5616,12.75,2038-12-31,39500.0,1.4,Argentina (Premier Division),Argentine Premier Division,2034-08-11,1.4,13,14,17,11,14,12,7,13,9,16,13,10,10,16,12,17,18,12,12,13,7,11,9,9,6,10,12,11,4,17,11,13,14,10,5,6,Wnt,-,-,Not set,- - -,0,0,Argentina,1456.0,21.59753593429158,0.4024640657084189,4.0,490.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ameen Al-Dakhil,32,74,Fairly Determined,5614,0.32999999999999996,2035-06-30,20500.0,0.85,Belgium (Jupiler Pro League),Jupiler Pro League,2029-12-27,4.6,10,13,14,12,15,13,12,14,10,13,13,12,15,15,9,10,13,11,10,8,12,10,4,8,9,12,13,8,5,12,7,14,12,12,6,4,Unh,6.71,0 (7),Not set,- - -,7,0,Belgium,176.0,26.976043805612594,5.023956194387406,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Josepablo Suazo,22,76,Fairly Determined,5612,3.125,2037-06-30,13250.0,2.2,Portugal (Premier League),Portuguese Premier League,2032-01-18,1.7,9,11,20,11,13,12,4,7,8,13,11,9,16,17,13,12,15,12,13,13,14,14,7,6,7,13,13,7,5,13,10,15,11,9,7,8,Wnt,6.80,1 (3),Not set,- - -,4,0,Portugal,907.0,19.034907597535934,2.965092402464066,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joaquim,36,74,Fairly Determined,5612,0.003,2035-12-31,1200.0,,Brazil (Third Division),Brazilian National Third Division,2034-07-28,9.0,14,14,14,12,14,15,5,11,9,14,12,6,13,15,7,11,13,7,6,8,16,7,3,3,4,10,13,4,4,12,3,15,10,10,3,4,,-,-,Not set,- - -,0,0,Brazil,360.0,35.559206023271734,0.4407939767282683,4.0,416.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alfie Dorrington,29,75,Resolute,5604,52.0,2037-06-30,65000.0,24.0,England (Sky Bet Championship),Sky Bet Championship,2033-06-30,32.5,10,15,12,14,14,14,8,13,9,14,8,11,12,15,15,14,15,16,13,14,16,15,7,10,6,10,14,10,2,14,8,13,13,12,2,8,,6.92,29,Not set,- - -,29,0,England,907.0,27.483230663928815,1.516769336071184,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Loris Mouyokolo,33,76,Resolute,5597,1.9000000000000001,2035-06-30,34000.0,0.95,Belgium (Jupiler Pro League),Jupiler Pro League,2031-10-05,0.95,12,14,11,12,16,14,6,12,8,15,10,9,10,15,13,12,16,12,12,12,15,12,3,2,3,11,11,4,5,14,1,14,9,12,2,3,,6.84,17 (2),Not set,- - -,19,0,Belgium,176.0,29.747433264887064,3.252566735112936,4.0,491.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Emmanuel Appiah,24,73,Resolute,5579,4.15,2038-06-30,20500.0,1.3,France (Ligue 2 BKT),Ligue 2 BKT,2034-09-01,1.9,12,16,10,7,13,14,5,7,5,16,14,6,12,17,12,15,12,12,13,13,11,12,2,7,2,5,10,1,9,16,2,15,9,5,2,4,,6.57,12,Not set,- - -,12,0,France,1272.0,23.655030800821354,0.34496919917864477,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tarek Buchmann,29,74,Resolute,5561,10.65,2038-06-30,36000.0,8.5,Germany (Bundesliga),Bundesliga,2033-01-13,12.0,12,13,12,14,16,12,11,14,10,13,12,11,12,15,13,15,16,15,12,12,12,15,1,11,5,12,14,4,2,13,1,13,12,12,5,7,,6.97,18,Not set,- - -,18,0,Germany,1272.0,27.023271731690624,1.9767282683093772,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cristi Toma,26,70,Fairly Determined,5556,1.2,2035-12-31,15750.0,2.4,Brazil (First Division),Brazilian National First Division,2031-09-02,1.8,13,14,17,9,14,13,7,9,8,13,13,11,12,16,16,16,7,13,12,15,15,13,3,8,5,9,13,7,5,13,1,11,13,8,4,9,Wnt,-,-,Listed,- - -,0,1,Brazil,360.0,22.657084188911703,3.3429158110882957,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mario Gila,34,72,Driven,5553,0.01325,2035-06-30,69000.0,11.25,England (Premier Division),English Premier Division,2030-12-17,21.5,16,16,16,12,14,12,13,16,8,14,14,11,14,18,11,12,14,13,11,13,12,12,4,7,4,13,15,9,12,15,5,14,12,13,8,4,Wnt,6.92,5 (1),Not set,- - -,6,0,England,176.0,29.94798083504449,4.05201916495551,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Felipe Silva,32,74,Fairly Determined,5547,1.2100000000000002,2036-12-31,10500.0,5.25,Brazil (Second Division),Brazilian National Second Division,2034-01-19,5.25,12,14,12,10,12,16,7,13,9,13,10,6,12,15,11,10,15,12,6,11,13,10,7,6,5,10,12,9,1,13,7,12,10,9,8,7,Wnt,-,-,Not set,- - -,0,0,Brazil,726.0,31.039014373716633,0.9609856262833676,4.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Álvaro Carrillo,32,72,Fairly Determined,5547,6.8,2036-06-30,24500.0,0.275,England (Sky Bet Championship),Sky Bet Championship,2033-06-25,8.25,10,13,11,13,15,12,7,16,13,15,11,12,13,17,11,14,12,13,14,13,16,12,11,8,6,11,14,5,11,13,7,14,11,11,6,9,Wnt,6.83,25,Not set,- - -,25,0,England,542.0,30.469541409993155,1.5304585900068446,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nathaniel Adjei,32,73,Fairly Determined,5544,5.800000000000001,2036-06-30,27500.0,1.9,Spain (First Division),Spanish First Division,2032-06-27,3.9,14,14,14,12,14,13,6,9,8,13,12,10,11,15,11,15,13,12,12,15,13,12,6,6,5,10,14,7,6,12,6,12,10,9,6,9,,7.00,7 (2),Not set,- - -,9,0,Spain,542.0,29.475701574264203,2.524298425735797,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Şenol Çalık,26,78,Model Citizen,5537,15.0,2037-06-30,72000.0,20.0,England (Premier Division),English Premier Division,2033-09-01,20.0,8,12,17,13,14,13,10,12,10,14,12,11,11,15,13,13,18,12,14,13,13,14,4,10,7,12,14,5,5,13,1,16,14,16,4,6,,6.88,3 (1),Not set,- - -,4,0,England,907.0,24.65571526351814,1.3442847364818618,0.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Roman Farkas,24,79,Resilient,5537,2.505,2038-06-30,12250.0,0.725,Netherlands (Eredivisie),Eredivisie,2033-07-01,0.725,7,14,16,8,12,14,6,7,9,13,9,11,12,15,14,17,18,13,15,14,15,14,2,4,4,7,10,4,1,14,6,12,6,8,12,3,Inj,6.77,0 (9),Not set,- - -,9,0,Netherlands,1272.0,22.48596851471595,1.514031485284052,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
André Amaro,32,73,Resolute,5515,,2036-06-30,94000.0,9.75,Qatar (Stars League),Qatar Stars League,2033-06-17,14.5,16,15,14,12,15,13,9,12,8,14,14,11,13,15,13,13,13,13,14,12,15,13,4,11,8,12,12,9,6,13,3,14,13,12,5,9,,7.01,23 (2),Not set,- - -,25,0,Qatar,542.0,30.4476386036961,1.5523613963039014,4.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paulo Vitor,33,75,Fairly Professional,5508,,2036-12-31,17750.0,8.25,Brazil (First Division),Brazilian National First Division,2034-12-14,6.75,13,14,15,12,13,11,7,10,13,13,12,10,12,11,11,12,16,10,11,12,13,11,6,9,7,12,14,5,3,15,5,13,10,12,3,7,,-,-,Not set,- - -,0,0,Brazil,726.0,32.93976728268309,0.06023271731690623,4.0,493.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lautaro García,23,75,Fairly Determined,5507,65.0,2039-06-30,66000.0,6.25,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-11-21,6.25,6,13,14,11,16,13,6,17,9,14,12,10,15,15,14,17,17,13,15,14,16,13,4,6,6,6,13,6,2,15,1,15,10,7,5,3,,7.17,20,Not set,- - -,20,0,France,1637.0,22.876796714579054,0.12320328542094455,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dalmar Willets,27,73,Perfectionist,5502,40.0,2039-06-30,82000.0,19.75,England (Premier Division),English Premier Division,2034-06-13,16.0,7,13,17,13,16,14,9,14,9,14,11,10,11,19,14,16,15,13,13,14,17,13,5,7,4,11,12,6,4,14,3,15,10,10,3,6,,6.60,21 (1),Not set,- - -,22,0,England,1637.0,26.43600273785079,0.5639972621492129,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kléber,26,74,Resolute,5492,47.5,2039-06-30,115000.0,28.5,England (Premier Division),English Premier Division,2034-07-18,76.0,15,14,13,11,14,12,10,15,11,14,15,12,11,15,17,13,17,15,13,15,14,13,4,8,4,11,13,7,11,13,2,15,14,9,4,6,Inj,6.72,20,Not set,- - -,20,0,England,1637.0,25.531827515400412,0.4681724845995893,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maxim Dekker,30,75,Fairly Determined,5485,20.25,2036-06-30,75000.0,17.0,Italy (Serie A),Italian Serie A,2031-10-01,22.5,7,14,12,13,16,13,11,12,10,16,14,15,15,15,14,14,14,12,15,12,14,13,4,8,4,13,13,7,8,14,4,13,12,13,6,7,,7.14,23,Not set,- - -,23,0,Italy,542.0,26.736481861738536,3.263518138261465,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joel Latibeaudiere,34,71,Perfectionist,5477,0.7375,2035-12-31,9500.0,2.2,U.S.A. (MLS),Major League Soccer,2033-07-16,6.0,16,14,17,11,16,13,8,14,11,12,17,11,16,18,9,11,12,7,12,9,13,9,4,9,6,11,14,6,3,12,4,13,11,11,7,8,,-,-,Not set,- - -,0,0,U.S.A.,360.0,32.52703627652293,1.4729637234770705,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ross McMurray,26,73,Light-Hearted,5470,10.55,2036-06-30,35000.0,4.4,England (Sky Bet Championship),Sky Bet Championship,2031-06-20,9.25,10,12,15,9,14,13,9,6,8,12,12,11,14,15,13,18,14,14,16,14,17,14,3,9,5,9,11,8,5,13,2,16,12,9,4,7,Wnt,6.64,8 (8),Not set,- - -,16,0,England,542.0,22.45448323066393,3.5455167693360714,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gregor Zupan,24,70,Resilient,5456,6.3,2038-06-30,15000.0,0.9,Qatar (Stars League),Qatar Stars League,2034-06-14,0.775,11,12,19,13,13,13,8,7,9,15,12,12,16,16,13,17,8,13,15,13,15,12,6,7,4,9,9,9,14,12,4,14,7,12,6,12,,7.35,14 (4),Not set,- - -,18,0,Qatar,1272.0,23.43874058863792,0.5612594113620808,4.0,472.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Xavier Mbuyamba,33,76,Fairly Professional,5455,,2036-06-30,15250.0,1.1,Netherlands (Eredivisie),Eredivisie,2034-07-31,12.75,13,12,13,12,14,11,7,13,8,12,12,11,12,13,10,14,17,13,11,13,15,12,1,7,6,11,15,6,5,13,5,12,10,11,7,6,Unh,6.92,4 (1),Not set,- - -,5,0,Netherlands,542.0,32.56741957563313,0.432580424366872,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
