Name,Age,Height,Personality,WR,Transfer Value,Expires,Wage,Last Trans. Fee,Based,Division,Begins,Transfer Fees Received,Agg,Ant,Bra,Cmp,Cnt,Dec,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Det,Agi,Bal,Jum,Pac,Sta,Str,Nat,Acc,Cor,Dri,Fin,Fir,Hea,Lon,L Th,Mar,Fre,Tck,Tec,Pas,Pen,Cro,Inf,Av Rat,Apps,Transfer Status,Rec,Total Apps,Transfer_Status_bool,Country,Days Until Expiry,Age_at_Signing,Years_at_Club,Personality_Tier,Division_Rank,Country_Algeria,Country_Angola,Country_Argentina,Country_Australia,Country_Austria,Country_Belgium,Country_Brazil,Country_Cape Verde,Country_Chile,Country_China,Country_Colombia,Country_Costa Rica,Country_Croatia,Country_DR Congo,Country_Denmark,Country_Ecuador,Country_England,Country_Eq. Guinea,Country_France,Country_Germany,Country_Ghana,Country_Greece,Country_Iran,Country_Ireland,Country_Israel,Country_Italy,Country_Japan,Country_Mexico,Country_Morocco,Country_Netherlands,Country_Nigeria,Country_Norway,Country_Paraguay,Country_Poland,Country_Portugal,Country_Qatar,Country_Romania,Country_Russia,Country_Saudi Arabia,Country_Scotland,Country_Senegal,Country_Slovenia,Country_South Africa,Country_Spain,Country_Sweden,Country_Switzerland,Country_Thailand,Country_Türkiye,Country_U.A.E.,Country_U.S.A.,Country_Ukraine,Country_Uruguay,Country_Venezuela,Country_nan
Brandon Aguilera,31,66,Fairly Professional,6084,,2036-06-30,7000.0,,Costa Rica (Primera División),Primera División de Costa Rica,2034-04-10,0.85,10,10,10,12,10,11,15,10,12,10,10,13,10,14,13,13,6,12,9,8,11,13,13,12,9,13,5,8,10,4,16,4,13,14,8,11,Inj,7.37,20,Not set,- - -,20,0,Costa Rica,542.0,30.260780287474333,0.7392197125256673,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Valeriy Litovchenko,24,68,Realist,6080,6.300000000000001,2039-06-30,37000.0,3.6,Italy (Serie A),Italian Serie A,2034-06-30,6.75,15,12,9,12,9,12,12,14,12,8,8,9,13,17,18,16,8,14,15,12,14,15,6,13,11,11,8,8,8,1,4,1,12,9,6,15,nEU,6.96,7 (8),Not set,- - -,15,0,Italy,1637.0,23.482546201232033,0.5174537987679672,2.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Haitham Asiri,33,68,Balanced,6075,1.3199999999999998,2036-06-30,16000.0,1.9,Austria (Premier Division),Austrian Premier Division,2034-01-26,1.5,6,12,11,13,11,12,9,7,13,11,9,9,9,12,11,11,7,12,10,10,13,12,11,11,10,14,8,12,13,5,9,5,14,12,7,13,Int,6.95,22,Not set,- - -,22,0,Austria,542.0,32.058179329226554,0.9418206707734429,3.0,488.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Noah Smolders,26,68,Driven,6066,24.0,2038-06-30,30500.0,1.1,Belgium (Jupiler Pro League),Jupiler Pro League,2033-12-29,0.85,9,15,11,15,11,13,14,15,13,12,16,14,13,18,14,13,8,15,15,13,13,13,6,12,13,13,9,11,7,12,4,11,15,14,7,7,,7.08,24 (1),Not set,- - -,25,0,Belgium,1272.0,24.98151950718686,1.0184804928131417,4.0,491.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Antoni Solà,24,67,Driven,6061,136.5,2037-06-30,215000.0,55.0,England (Premier Division),English Premier Division,2033-11-08,41.0,10,15,11,13,11,15,12,15,13,10,11,15,13,18,19,17,6,16,16,12,12,17,9,15,9,16,8,11,8,9,2,6,14,14,9,16,,7.25,22,Not set,- - -,22,0,England,907.0,22.84188911704312,1.158110882956879,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eric Lamptey,26,68,Resolute,6056,16.0,2037-06-30,40000.0,7.0,Belgium (Jupiler Pro League),Jupiler Pro League,2033-07-23,9.5,15,11,13,9,9,12,8,5,12,11,11,12,15,16,15,16,3,13,16,9,13,12,6,12,7,11,5,6,4,10,7,5,12,10,6,15,,6.98,25,Not set,- - -,25,0,Belgium,907.0,24.546201232032853,1.4537987679671458,4.0,491.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tjaš Begić,31,69,Fairly Professional,6048,0.18,2035-11-30,14000.0,,Sweden (Premier Division),Swedish Premier Division,2032-06-07,2.3,9,12,8,12,12,12,13,9,13,8,11,13,12,9,14,11,6,12,11,8,12,12,8,11,10,13,6,10,5,8,7,6,12,13,8,12,Lst,-,-,Listed,- - -,0,1,Sweden,329.0,28.420944558521562,2.5790554414784395,4.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Joe Scougall,24,73,Resolute,6047,20.25,2037-06-30,33500.0,8.75,England (Sky Bet Championship),Sky Bet Championship,2034-06-23,9.5,7,12,6,11,6,8,14,16,13,1,12,10,13,15,18,15,14,14,13,11,10,14,5,16,13,10,6,9,4,2,3,1,13,12,5,11,Inj,7.40,23,Not set,- - -,23,0,England,907.0,23.463381245722108,0.5366187542778919,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Luca D'Andrea,30,69,Resolute,6045,31.0,2037-06-30,79000.0,3.9,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2033-07-17,10.0,10,12,10,14,12,13,14,10,15,9,11,15,13,15,17,12,6,14,14,9,12,15,8,14,11,14,6,11,7,7,6,6,15,14,9,14,Lst,6.73,1 (8),Listed,- - -,9,1,France,907.0,28.529774127310063,1.4702258726899384,4.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sami Ouaissa,30,71,Balanced,6036,15.75,2037-06-30,62000.0,16.5,Italy (Serie B),Italian Serie B,2033-03-29,37.0,9,13,13,13,13,14,15,8,13,11,12,14,14,12,16,13,13,13,12,11,14,14,11,14,8,14,12,12,9,6,10,4,14,15,5,15,Ask,6.88,14 (1),Not set,- - -,15,0,Italy,907.0,28.22861054072553,1.7713894592744694,3.0,462.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matheus Reis,27,69,Resolute,6027,6.3,2036-12-31,46000.0,15.0,Brazil (First Division),Brazilian National First Division,2033-04-17,13.25,6,12,11,12,10,13,14,9,13,9,11,11,12,15,16,13,9,14,12,12,13,14,12,14,10,13,10,11,8,6,9,5,12,10,8,13,Wnt,-,-,Not set,- - -,0,0,Brazil,726.0,25.28062970568104,1.7193702943189597,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chema Aragüés,30,70,Balanced,6024,6.35,2036-11-30,8250.0,0.625,Sweden (Premier Division),Swedish Premier Division,2034-06-22,0.5,8,13,12,12,11,11,15,13,16,8,12,12,13,12,15,12,6,15,12,11,14,14,12,12,10,12,7,12,3,7,5,5,13,8,8,12,,-,-,Not set,- - -,0,0,Sweden,695.0,29.460643394934976,0.5393566050650239,3.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Maurício,33,69,Balanced,6019,0.07700000000000001,2035-06-30,27000.0,1.5,France (Ligue 2 BKT),Ligue 2 BKT,2033-08-19,13.25,10,12,11,12,12,12,14,8,14,8,13,12,13,12,10,11,7,11,8,6,13,11,12,12,12,14,7,12,6,7,11,7,14,13,9,11,,-,-,Not set,- - -,0,0,France,176.0,31.62012320328542,1.379876796714579,3.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ernest Poku,30,69,Fairly Determined,6010,17.75,2036-06-30,63000.0,18.75,Türkiye (Super League),Turkish Super League,2033-06-05,49.5,6,14,10,15,10,12,13,5,13,7,8,11,10,15,15,12,8,16,12,9,13,17,5,12,12,13,6,8,3,4,5,4,13,10,9,10,,7.10,23,Not set,- - -,23,0,Türkiye,542.0,28.414784394250514,1.5852156057494866,4.0,492.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Tyler Goodrham,31,67,Fairly Determined,6008,0.425,2037-06-30,11250.0,0.625,Italy (Serie A),Italian Serie A,2034-06-30,3.2,8,13,8,13,10,12,15,7,10,10,11,12,12,15,17,12,6,12,13,9,13,14,11,13,10,12,3,12,1,6,10,3,12,10,7,12,Wnt,6.57,0 (3),Listed,- - -,3,1,Italy,907.0,30.482546201232033,0.5174537987679672,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jens Petter Hauge,35,72,Balanced,6007,0.0,2035-06-30,1300.0,,France (National 2 - A),French National 2 - A,2034-06-27,12.75,8,11,8,13,9,11,13,7,12,8,13,12,12,11,12,8,11,8,7,7,12,10,13,10,10,14,7,11,7,8,9,7,13,12,11,9,Ret,6.80,2 (13),Not set,- - -,15,0,France,176.0,34.474332648870636,0.5256673511293635,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Famana Quizera,32,68,Balanced,5999,9.8,2036-06-30,39000.0,15.5,Belgium (Jupiler Pro League),Jupiler Pro League,2034-06-02,33.0,13,14,12,14,12,13,15,6,13,11,12,15,12,13,11,11,5,11,12,9,13,11,12,11,11,13,5,13,3,10,12,10,14,15,11,9,Wnt,6.98,1 (13),Listed,- - -,14,1,Belgium,542.0,31.405886379192335,0.5941136208076659,3.0,491.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cédric Nuozzi,28,72,Determined,5996,6.9,2037-06-30,31000.0,,France (Ligue 2 BKT),Ligue 2 BKT,2033-07-29,0.85,7,12,11,11,7,13,13,14,13,9,8,12,12,18,16,11,12,15,10,12,17,13,8,12,13,13,7,6,10,10,4,8,12,12,3,13,,7.05,18 (1),Not set,- - -,19,0,France,907.0,26.562628336755647,1.4373716632443532,4.0,450.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Michal Beno,26,72,Fairly Determined,5980,1.6975,2037-06-30,16250.0,0.7,Spain (First Division),Spanish First Division,2034-07-01,0.65,7,9,7,9,10,12,12,8,12,10,10,8,14,15,15,16,13,13,14,12,15,14,4,13,5,12,8,9,3,7,1,8,14,9,5,15,Inj,6.74,1 (6),Not set,- - -,7,0,Spain,907.0,25.485284052019164,0.5147159479808351,4.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Marouan Azarkan,33,67,Fairly Professional,5969,0.55,2036-06-30,3500.0,,Portugal (Premier League),Portuguese Premier League,2034-07-19,0.65,10,13,14,14,13,13,16,8,12,6,11,13,13,13,15,12,6,12,10,4,10,11,14,12,11,14,7,7,10,6,14,5,14,12,8,13,Wnt,6.68,19,Listed,- - -,19,1,Portugal,542.0,32.53456536618754,0.4654346338124572,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Daan Rots,33,70,Balanced,5966,0.325,2036-06-30,6250.0,0.425,Portugal (Premier League),Portuguese Premier League,2033-07-01,0.575,10,12,14,12,10,11,12,7,12,5,12,12,15,10,9,10,10,10,11,6,13,11,7,10,7,12,10,12,11,4,8,4,11,12,3,11,Lst,6.62,0 (12),Listed,- - -,12,1,Portugal,542.0,31.48596851471595,1.514031485284052,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
David Garrido,25,72,Resilient,5963,3.25,2037-06-30,19250.0,0.14,Italy (Serie A),Italian Serie A,2033-06-30,1.7,13,10,9,9,7,10,15,10,13,5,10,9,9,15,13,12,14,15,14,10,16,16,12,13,8,12,8,8,3,5,5,5,14,12,11,14,Unh,7.22,16,Not set,- - -,16,0,Italy,907.0,23.483230663928815,1.516769336071184,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brajan Gruda,30,70,Perfectionist,5952,15.25,2036-12-31,49500.0,11.25,China (Super League),Chinese Super League,2034-01-04,16.5,12,11,9,12,9,11,16,8,13,6,11,13,10,15,15,11,8,13,12,9,13,15,12,15,10,14,10,11,15,5,13,5,14,12,12,9,,7.33,29,Not set,- - -,29,0,China,726.0,28.99794661190965,1.002053388090349,4.0,460.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jeremy de León,30,68,Balanced,5943,3.25,2036-06-30,11250.0,2.3,Portugal (Premier League),Portuguese Premier League,2032-07-09,1.8,10,13,2,12,11,13,14,4,12,8,9,11,13,14,15,12,5,13,12,9,15,13,7,13,12,12,7,8,10,8,7,5,15,12,6,12,,7.15,15 (1),Not set,- - -,16,0,Portugal,542.0,27.508555783709788,2.4914442162902124,3.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sergey Pinyaev,30,66,Balanced,5933,30.5,2036-06-30,53000.0,2.0,England (Sky Bet Championship),Sky Bet Championship,2033-03-18,13.0,9,13,10,13,12,12,17,12,14,9,9,13,12,12,17,12,4,13,11,6,13,15,13,13,10,15,7,11,5,6,13,7,14,11,10,12,Wnt,6.99,11 (11),Not set,- - -,22,0,England,542.0,28.198494182067076,1.8015058179329226,3.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Yvandro Borges Sanches,30,69,Resolute,5931,6.0,2036-06-30,13750.0,0.95,England (Sky Bet Championship),Sky Bet Championship,2034-06-28,0.825,6,12,9,11,7,11,17,5,12,5,8,11,9,15,16,10,3,14,12,7,13,15,12,12,11,12,4,7,2,3,9,4,13,12,9,9,ESC,7.19,16 (5),Not set,- - -,21,0,England,542.0,29.477070499657767,0.5229295003422314,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Liam Delap,31,73,Fairly Determined,5925,,2036-06-30,89000.0,6.25,England (Premier Division),English Premier Division,2034-03-29,20.0,16,14,13,14,12,13,14,8,15,9,11,10,15,16,14,14,15,15,13,13,15,15,4,13,14,13,11,12,9,7,7,8,13,12,13,9,,6.98,21,Not set,- - -,21,0,England,542.0,30.227926078028748,0.7720739219712526,4.0,500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dalibor Bosić,26,71,Temperamental,5918,7.3,2036-06-30,33000.0,0.4,Italy (Serie A),Italian Serie A,2032-06-29,5.75,15,12,13,13,7,10,17,16,12,6,16,13,13,13,14,16,7,12,12,11,14,12,11,13,12,13,7,16,9,6,13,6,16,15,9,13,,6.78,17,Not set,- - -,17,0,Italy,542.0,23.481177275838466,2.518822724161533,1.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Odinaka Onoja,23,70,Model Citizen,5918,29.0,2037-06-30,44500.0,3.9,Germany (Bundesliga),Bundesliga,2033-04-30,3.0,8,13,8,13,8,14,16,8,13,6,11,13,15,15,19,15,7,16,15,9,14,15,9,13,11,13,4,9,4,6,10,5,16,15,8,9,,7.15,2 (3),Not set,- - -,5,0,Germany,907.0,21.316221765913756,1.6837782340862424,0.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brener Rocha,26,71,Fairly Determined,5917,15.0,2035-06-30,87000.0,13.0,England (Sky Bet Championship),Sky Bet Championship,2030-07-03,13.5,11,14,10,12,8,13,15,9,13,10,9,12,13,16,17,14,13,15,14,12,14,13,9,15,11,14,9,8,3,7,11,3,15,15,5,12,Inj,7.27,17,Not set,- - -,17,0,England,176.0,21.49075975359343,4.509240246406571,4.0,480.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lorran,28,72,Fairly Professional,5911,58.5,2038-06-30,155000.0,48.5,Germany (Bundesliga),Bundesliga,2034-07-02,74.0,12,14,7,14,12,16,15,6,14,9,10,16,11,9,17,12,11,15,12,13,14,16,10,16,11,14,8,12,4,8,8,8,14,15,3,13,Wnt,6.82,2 (14),Not set,- - -,16,0,Germany,1272.0,27.488021902806295,0.5119780971937029,4.0,497.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kane Ritchie-Hosler,32,67,Fairly Determined,5903,,2036-06-30,13250.0,3.7,Netherlands (Eredivisie),Eredivisie,2033-07-22,3.0,2,11,7,12,10,12,14,13,12,10,12,9,13,15,12,12,7,12,15,7,16,12,9,13,7,12,9,12,7,5,8,4,13,12,5,11,,7.19,25,Not set,- - -,25,0,Netherlands,542.0,30.543463381245722,1.4565366187542779,4.0,495.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Christian Rasmussen,31,72,Balanced,5900,2.9,2036-11-30,9750.0,1.5,Sweden (Premier Division),Swedish Premier Division,2033-12-13,5.25,5,12,11,9,11,12,15,6,13,7,13,14,13,12,12,13,13,13,10,9,15,12,12,11,8,13,9,11,11,6,12,5,15,13,14,13,,-,-,Not set,- - -,0,0,Sweden,695.0,29.937713894592743,1.0622861054072552,3.0,484.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Theo Corbeanu,32,75,Fairly Professional,5894,0.3225,2035-06-30,4700.0,,Portugal (Premier League),Portuguese Premier League,2033-08-24,1.5,10,10,8,10,7,9,15,3,12,5,9,9,11,13,12,9,16,12,10,7,13,12,10,12,10,11,7,9,5,5,10,6,12,10,10,9,Inj,6.96,4 (8),Not set,- - -,12,0,Portugal,176.0,30.633812457221083,1.3661875427789185,4.0,494.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Riccardo Gualtieri,26,73,Perfectionist,5891,30.0,2039-06-30,105000.0,15.25,Italy (Serie A),Italian Serie A,2034-12-01,11.75,16,13,10,16,6,14,16,9,13,10,10,13,12,15,16,11,12,15,14,13,13,17,9,12,9,14,5,11,10,3,12,4,15,12,6,12,,6.96,18,Not set,- - -,18,0,Italy,1637.0,25.904175222450377,0.09582477754962354,4.0,498.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Musa Barrow,36,72,Fairly Professional,5890,0.22,2035-06-30,115000.0,6.75,Saudi Arabia (Saudi Pro League),Saudi Professional League,2033-09-15,19.5,9,12,10,13,10,13,15,8,13,4,12,13,11,8,10,13,10,10,9,6,14,10,16,10,14,14,11,13,3,3,13,4,15,14,11,15,Ret,6.42,3 (5),Not set,- - -,8,0,Saudi Arabia,176.0,34.69404517453799,1.3059548254620124,4.0,476.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Matchoi Djaló,31,69,Balanced,5881,1.2100000000000002,2035-06-30,7250.0,0.625,Spain (Second Division),Spanish Second Division,2032-07-28,1.3,14,12,13,14,11,9,14,7,12,10,7,14,10,13,14,8,3,15,11,7,15,13,11,12,9,12,5,10,3,4,10,2,15,11,10,9,,6.99,20,Not set,- - -,20,0,Spain,176.0,28.560574948665298,2.439425051334702,3.0,447.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sergio Gómez,34,67,Fairly Ambitious,5880,0.275,2035-06-30,145000.0,5.0,Saudi Arabia (First Division),Saudi First Division League,2033-07-21,19.75,7,12,14,15,12,13,16,9,11,12,13,13,13,12,12,8,4,12,9,6,13,9,14,10,9,17,5,10,9,9,16,8,15,16,13,16,Ret,6.92,29,Not set,- - -,29,0,Saudi Arabia,176.0,32.54072553045859,1.45927446954141,4.0,387.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nathan Fernandes,29,71,Resolute,5873,8.85,2036-12-31,39500.0,5.25,Brazil (First Division),Brazilian National First Division,2033-04-08,5.25,11,13,12,12,10,12,15,9,12,6,9,12,11,15,19,12,11,14,12,10,13,13,10,14,11,13,6,11,4,6,10,5,12,11,7,13,,-,-,Not set,- - -,0,0,Brazil,726.0,27.255989048596852,1.7440109514031485,4.0,493.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Leon Dajaku,33,71,Fairly Ambitious,5872,0.385,2035-06-30,7750.0,0.0,Croatia (First League),Croatian First League,2031-01-05,4.2,8,11,11,12,8,12,13,7,15,9,11,13,13,14,12,11,10,11,8,9,15,12,11,11,11,13,4,8,5,6,9,6,10,13,13,12,,6.77,24,Not set,- - -,24,0,Croatia,176.0,29.0,4.0,4.0,457.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elias Solberg,30,70,Perfectionist,5866,4.0,2036-12-31,9500.0,0.725,U.S.A. (MLS),Major League Soccer,2034-05-09,2.2,9,12,10,12,9,12,15,9,12,11,11,13,11,15,15,12,7,13,13,10,6,13,11,12,9,13,7,9,5,9,9,7,13,13,8,12,,-,-,Not set,- - -,0,0,U.S.A.,726.0,29.340177960301162,0.6598220396988365,4.0,478.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Khalifa Faye,25,68,Light-Hearted,5866,7.5,2037-06-30,17500.0,1.8,France (Ligue 1 Uber Eats),Ligue 1 Uber Eats,2034-06-30,2.4,8,12,8,12,7,12,12,6,12,4,13,13,15,10,19,16,2,15,15,11,13,16,1,14,6,12,10,5,8,1,3,2,14,9,6,10,,6.91,17,Not set,- - -,17,0,France,907.0,24.482546201232033,0.5174537987679672,3.0,496.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mayckel Lahdo,32,70,Balanced,5856,,2036-06-30,47500.0,,Spain (First Division),Spanish First Division,2034-07-01,8.75,13,13,13,10,11,9,16,8,13,7,12,10,13,14,15,14,8,15,12,14,13,15,9,12,9,12,6,8,5,7,8,5,12,12,9,12,,6.80,0 (3),Not set,- - -,3,0,Spain,542.0,31.485284052019164,0.5147159479808351,3.0,499.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
